document	label
야들은 약 안하지? 니네 애들이다 약한애들 같단말야....	8
아 신혜선 클로즈업 겁나 이쁘다 ㄷㄷㄷ	8
장충기한테 얼마 받고 쓴거야?	8
근데 그 당시 터트리지 왜 이제와서 터트리는지 난 도무지 이해 안감..	8
"쪽바리 장학생들이 이렇게 많다니.,"	0
몰카 초범도 실형살거나 벌금 8천만원 이상 때려라. 남자든 여자든 상관없다.	8
문재앙 보다 낫네 서민 먹여 살려주고	2
"맞는말 했는데? 교육부가 욕먹을 일은 아닌데, 여성우월주의자들이 또 난리쳤네."	8
요즘 여성들 특징은 이거지. 아주 살짝만 스쳐도 성추행범 취급. 대한민국 남자들이 불쌍하다.	5
"재수없는 면상. 퉤~~~"	1
"저 경찰관이 대깨문이었나보네, 자기 감정 실어서...쯧..지가 중국공안도 아니고~!!!"	2
"계집년들. 여자가 집구석에서 애나 볼 것이지. 3,40대 여자 3명 중 2명은 전업주부다. 계집들아 학교다닐때 젖빠지게 공부해도 남자만 군대가는것부터 시작해서 여자는 넘지 못하는 ""벽""이란게 있어. 정치인 남녀비율 남자 93% 여자 7% . 300대 기업임원 남녀비율 남자 99.8% 여자 0.2% ."	3,4,5
차태현은 진짜 운빨로 방송 오래했지 .. 연기 존나못해..예능 조나못해.. 잘하는게 없음	3
"중국년이 쓴 글 : ""rabx**** 나도 돈 있음 중국여자랑 사귀는 건데 돈이 "" ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 중국년이 한국남자 행세하며.. 중국여자 칭찬하는거 봐... 얼마나 칭찬에 목말랐으면... 역시나 중국인 == 아시아의 흑인... Chinese = neglects of Asia... need to exterminate those disgusting race from the face of the earth!"	0,3,6
관종 연예인들 또 인스타질 하시네..... 인생의 낭비다	8
남주는 얼굴살이 터질라하고 여주는 삐적말라 예뻐보이지 않아요	1
"일제불매는 그리잘하면서 짱깨불매는 안함"	0
장혁도 좋아하고 려원도 이쁘고 월화 볼껏도ㅈ없었고 오늘까지 다 본방봤다. 진짜 노잼 노잼노잼 이렇게 재미없는 드라마에 장혁이 나오다니 수목은 나저씨도 끝나고 볼껏도없고 평일드라마 볼께 없다 큰일이다. 오죽하면 2002년 네멋대로 해라늘 다시보기 시작했다....	8
"이런 조국이 같은넘들. 손바닥으로 하늘을 가려라 이 쪽빠리놈들아!"	0,3
줌마들 감정이입 존나하네 ㅋㅋ 재밌기만 한데	3,4,5
"대구 사람 행세 하지마라"	8
얘도 페미니즘이라면서?	8
성폭행,외도,성관계 다 사실관계가 밝혀지지도 않은건데 함부로 사실인양 떠들어대내..이러니 한국에 꽃뱀년들이 설쳐대지 ㅉㅉ	3
"위에 쿵쾅이들 왜이리 많노 지진나겠다 으아아아~!"	1,5
애들 빨리재우고 본방사수를 위해 몸으로 놀아주기 하며 불태우고 있습니다.^^	8
원래 짱깨랑 쪽발이는 해충이다	0
어쩐지 이마가 졸라 넓은때부터 알아봤어야 하는데~~;;;;;	8
"그래봤자 성차별주의자 ㅋㅋ 어차피 남자는 거기서 거기임 성장을 하겠냐?"	5
하려간 전라도 사람들은 믿을수가 없다 정말	0
사건터지고 그동안 쥐새끼처럼 자알 지냇니?ㅎㅎ	3
문재인 뭘덮으려고	2
한끼줍쇼에서도 느꼈는데내숭이 없고 좀 당찬느낌 있더라.버릇없거나 되바라진게아니라좀 당당하고 선을 지키면서 당차고야무진.물렁팥죽같은 내가 부러워하는 성격이다.	8
"쿵쾅되는 댓글에 제대로 찾아온듯 합니다만? ^^"	8
11년만난 여친 있으신데 왜 불청나왔을까요그땐 헤어졌었나 ㅜㅜ	8
다 좋은데..뜬금없이 저 짱깨는 뭐지?!	0
성시경오빠한테 배워봐요^^ 잘 치고 잘가르쳐 줄텐데	8
"지랄을해라 이게 애국이라 칭하는것들 짱깨랑 똑같은 수준"	0,3
"못쉥긴 장제원 그런 애들한텐 열폭 안하고 입꾹쳐닫는 우좀 종특이랑께😂"	1,2
아직 안끝났냐 배우가 아까운 드라마	8
아직도 아가씨같네요 늙지도 않고	8
"이직도 빨갱이 소리하는 노인네들 어떻하지?"	4
많이 더럽혀질 게시물이네	8
"한국여자는 매매혼 안하는거처럼 말하냐?"	8
"ㄹㅇOOO가리에죽빵꽂고싶음 짱꼴라색히들"	0,3
지금 보니 세명 다 눈빛이 비슷하던데관음증 관상인건가?	8
"근데 얼굴은 왜가리냐"	8
"남자도 남자지만 주는 여자도 문제.. 서로 이득을 취하는 꼴임."	8
소이현 ㅈㄴ 이쁘다	8
몇살 쳐먹고 저런짓 하고 다니냐ㅡㅡ	4
지망생들 모아놓고 드라마 찍은건데 무슨.. 아직도 속냐	8
"조센징 김치뇬 같은데"	2,3
눈썹끝은 올라가고 눈꼬리는 처진 남자 극혐 조심	5
유튭에 미래 예언 같은거 본적 있는데. 고대 예언가들? 뭐 통일이 되니 3차 세계 대전. 그런건 다 집어치우고 여자가 남자 위에 올라선다. 뭐 이러던데 왠지 알거 같다. 어차피 힘은 이제 로봇으로 대체될거다. 근데 남자놈들이 발정나서 여자에게 환장을 하니 여자 지위가 더 올라갈거 같음. 섹스 로봇? 지금도 일본 성기구 있던데? 인간 여자 찾으며 여자에게 목 맬거임. 그러다 로봇한테 줘 터지고	5
"하고 많은 나라중에서 중국몽 꾸는 문씹재앙이 찍은 놈들이 그런대접 당연한거지"	2,3
인형보다 더 인형같은 송혜교씨~~~드라마,영화 뭐든 좋으니 좀 보여주세요~♡♡	8
"ㅎㅎㅎ 기사만 봐도 소름이다 진심 개독들의 본모습이냐?"	7
"목사가 성경도 모르나 사이비 그먼"	7
존나 맛대가리도 없는곳들 뭔 예약제야 ㅋㅋㅋㅋㅋ	3
어떻게 음주운전과 성범죄를 한데 묶냐? 둘 다 죄질이 더럽긴 하다만.	8
문재앙 또 뭘 덮으려고..	2
"2011년2013년 이라고 적혀있는데도 문재인 타령 틀딱들은 진짜 답이 없다"	4
"맘충들 진짜 싫다.."	5
누군데.. 농구하는 애임? 국농보면 눈이 썩는거 같아서 안보는데.. 암튼 .. 뭐	8
이러니 한국이 미개하다 듣는거지 박시후 인데 보고싶니??답이없다 아주	0
박내래하고 얘 좀 빼라 존나 재미없다	3
"얼굴 시커먼 새기들이랑은 상종안하는게 맞다."	1,3
이제 다시 호동이형이 대세지..ㅋㅋㅋㅋ진짜 프로그램하는것마다 개웃기내 무조건 본방사수다	8
눈깔봉사냐 아님눈깔이 동태눈깔이냐?	1
"여적죄 적용 가면 뒤질새끼들 많음 특히 더불어공산당"	2,3
"찌라시기레기가 떡밥던져주면 틀딱이들 이빨도없이 덮석물어버리넼ㅋ잘들논다"	4
"자기일 아니라는거 아니냐 n86세대들은 늙어서도 답이 없다 정말"	4
열심히사랑하고꼭꼭결혼해라	8
어쩜 더 예뻐진 것 같아요.^^//응원해요.	8
너보다 사체업자말이 왜 도망을가	8
"돼지 죽으면 좃선?도 죽어야해~! 헐"	1,3
"문죄인 뭔하는거야 김정은을처단하라고 질질끌러다니지말구 똑바로해좀"	2
헤드뱅잉할때 완전 귀엽ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 장난칠 나이죠 ㅎㅅㅎ	8
이게 여자들 말하는 기안 잘생겨졌다는 기사볼때의 느낌인가	8
좌효리...역시나 김제동과 절친하더니	2
"청와대와 문대통령을 물로보지마라 틀딱 미국앞잡이들아"	4
예뻐라	8
그냥 해도 될거같은데	8
"30대 80년대생 여자들이 악플의 온상이잖아. 38김치녀들"	0,4,5
너가 왜 미안하냐? 기자가 일을 만든거지	8
아니 근데 오정태 젓가락질 다시 배우고 먹방을 찍든 뭘 하든 해야할듯	8
"그렇게 남퇘지들 동숲 플미로 팔려고 줄서 있던거나 욕해라 ㅋ 이중잣대 오짐"	1,5
"카섹에 몰카에 폭력에 한남들 털어먼지안나오는애가 거이 없음 동남아에선 이미 유명함"	0,5
트와이스 사나였으면 좋았을텐데~	8
"이단 신천지도 같은 개독이다 이거냐?? 얼척이 없네~"	7
"자유한국당 앞으로 더 떨어질거라 얘기하던데"	8
아이돌들.. 데뷔전 연습생땐 데뷔만 시켜주면 감사하게 느끼다 인기좀 생기면 소속사 통수치고..불공정계약 어쩌고.. 워너원이 그랬다는건 아니고 기존에 다른 몇몇 아이돌이 그렇다고..	8
"나이도 어린것이 겁대가리 없이 아가리를 함부로 놀리다니 대한민국을 감히 뭘로보고"	4
"홍통일체 20대 남자들은 적어도 민주당 정의당 자한당은 안뽑는다."	4,5
"삶은 소대가리새끼야. 넌 여적죄로 사형이야."	2,3
자랑스러워요 ~^^	8
시어머니들은 본인도 여자고 딸있으면서 왜이리 아들아들 하는지 모르겠다... 노이해	8
인스타 사진 갖고 와서 기사 쓰는 짓 좀 그만해라	8
빈소에 조문간 사람들 리스트 밝혀라 지금당장	8
"문빠들좌표에 너도나도 신청 저자리끼ㅣ지 온것.."	2
"저래도 대가리 텅빈년들은 오늘도 sns질 하고 있지."	3
괜히 김치년이란 말이 만들어졌을까	0,3
위험에 처한 누군가를 구하는 인간들은 대부분 남자네	8
내가 듣기엔 별로 안똑같던데...	8
저런얼굴들은 연하를대꾸살아 ㅋ	8
OOO 코에걸면 코걸이내	8
하여튼 별걸다 기사쓴다	8
"면상 토 쏠림...ㅋㅋ"	1
궁금한게 우리나라 성매매 불법이유 먼가요저런 기러기 아빠는 허벅지 쑤시면서 성욕 감춰야 하나요? 인간의 3대 욕구중 하나인데 억지로 막는 건 좀.. 장애인 같은 사람들도 성욕이 있고 합법화 하면 성범죄율도 감소한다는데 왜 시행 안함??	8
어떤 선택을 하든 행복한 삶을 사셨으면 좋겠습니다~ 수고많았어요~	8
"ㄹㅇ 저기 가보면 김치녀들 저러고있음 ㅋㅋ"	0,5
솔직히 지디는 가창력이나 랩 실력 그렇게 뛰어나진 않은거 같은데타가수랑 비교할때 근데 왜 유명한거지ㅋ	8
"아주 OOO이네 면상을 확 ㅋㅋ 뭐 이미 망가진 얼굴이지만 ㅋ"	1
성형이라는거 참 묘하네. 옛날얼굴이 있긴있는데 딴사람 얼굴이니.	8
"노인네야 정신차려!!"	8
진짜 눈앞에 설리있으면 영혼을 팔아서라도 사귀자고 할사람 많을껄 남자가 딱 좋아하는 외모	8
근데문제될동영상을왜찍냐 술자리에서먼동영상ㅈ을	8
매국노는 맞는데...연예인 참견은 밥먹고똥싸는 것보다 가치가 없는 행위임..	8
백종원은 대머리다	8
"문가는 국민통합 안중에도 없지"	2
"백인은 아시아에 대한 츨은지심과 막연하 동경을 동시에 가지고 있다"	8
"신천지 다 델꼬나와서 집회해보세요."	8
"솔직히 계속 무시하면 프랑스급으로 시위해야된다 뭔 2 30대 남자를 호구로 보고있어"	8
석희야 사랑해	8
우린알지 오달수의 억울함을 저시절의..저여자 참 이상하다 백년후에도 그럴사람이지	8
뽕두해야지 그지	8
"40대 진보 대학생....ㄷㄷ 20대들 틀딱으로 몰아가는 그 세대"	4
댓글 현황보니까 잡녀언들이 대다수네 그러니까 댓글이 이따우지 OOO 같은 녀언들	3,5
같이 한국인의 밥상 컨셉으로 하면 잼있을 듯	8
문재앙 또 뭐덮을려고?	2
"돼지족발로 죽인거다. 악플러들 싹다잡아다가 죗값치르게해라"	1
"윤리가 바닥을 치는구나 나이먹고는 택시 하면 안되겠네"	4
"맘충 홍어 빨갱이카르텔 선거권 박탈해야 한다. 나라꼬라지 봐라"	0,5
이수만 전라도문죄인과 금속노조는 혈맹관계 좌파들 개돼지들아 대한민국 가장 썩어 있는곳이 호남과 전라도 카르텔이다 금속노조 있는기업은 전라도와 부산경남에 집중돼있고 이 카르텔 좌파정치인들이 구린내 풍기는곳이 부산저축은행 광주일고출신 임원들이 서민돈 수 십조 해먹고 문죄인 법무법인이 60억받고 변호 부산 엘시티 대우조선해양 전용기 고급호텔 혈세 수조원쓰고 박통이 우병우와 이것들 수사하다 탄핵됨	0,2
"미대사관 사다리 대고 넘어가던 여대생들은 가만놔두고!! 중국 공안을 보는거같아!!!!"	8
수령님께 충성충성	8
"미사일받아와라.. 헬기는 니미... 러시아녀 수입도 좀하고.."	3
합의잘하고 좀쉬다가 좋은 작품나오면 그때 활동해라.	8
"할매 할배 뽀샵좀 하징살자"	8
내알빠 머야. 결혼하던 말던~~~	8
이병헌 동생 나오는거보고 대본100%라는확신이생김 ㅋㅋㅋㅋㅋㅋ	8
숭리랑 탑만 가면돼네 아 탑은	8
본인들이 만족한다하잖아 직책이 뭐가 중요하냐 난 대리해도 돈많이주면 장땡이다 ㅋㅋㅋ 회사에서나 대리 부장이지 밖에나가서도 대리 부장이냐 그냥 누구씨 누구씨 하는거지 돈많이주면 나는 대리도한다 ㅋㅋㅋ	8
피디가 고현정 폭행으로 고소하고 하차해라리턴은 고현정이 마무리후 10년간 자숙	8
"배신의 아이콘 여성이여~ 못믿을 여자 ㅠㅠ"	8
진짜 뮤지션 윤건 화이팅!	8
안궁금해요 결별 하든말든 제발 기사좀 쓰지마시길	8
이광수 짱! 염상수 짱! 많이 멋짐~~~~^^	8
ㅋㅋㅋㅋ20대 여자가 능력없는 아빠뻘 남자를 좋아하는게 좋은 드라마인가	8
연기 흠이없다	8
리틀포레스트 손익분기점 80만인대 오늘82만넘었음 왜비공인데 ㅋㅋ	8
하여튼 요번에두 진짜 완죤대세 믿고보는 김종국씨 예능이 아니랄까봐....	8
같이 안볼래요?	8
난 162인데!!55키로인데!!!!나이먹으니 진짜 살도안빠짐~~ㅜ부럽네요	8
구혜선은살찐거,박효신은뼈깍은거 ㅋ	1
존나 유치	3
"틀딱새끼들 토착왜구들 배충이들 부들부들 잼ㅋㅋ앜ㅋㅋ근혜년똥구녕ㅋㅋ"	2,3,4
"메이드인 차이나 대깨문년들 길길이 날뛰네 다 기어 나오네"	2,3
개념있는 배우..넘 멋지십니다~~앞으로 좋은작품만나. 승승장구하세요~~♡	8
재밋냐? 구라치지말고	8
참 ㅆㅂ ㅈㅗㅈ같네ㅡ 누구는 한달 쌔빠지게일해도 저 와인빽만도 못하네ㅠㅠ	3
"아니 31번이 문젠데 왜 짱깨 타령이지??"	0
박은혜 빨갱이 프로 진행자 관종머신	2
중국 대단하네~~	8
"그냥 돼지주제에 말이많누ㅋㅋ"	1
어디가 여배우야 메주 덩어리구만 그것도 냄새나는 메주덩어리	1
초반 너무 현실적으로 만들어 놓고는 점점 비현실적인 억지 상황을 만드니 열광하면서 몰입해서 보던 시청자만 제대로 고구마 우겨 먹고 있는 꼴. 사이다 안 바래 김칫국이라도 좀 주라	8
"등신 틀딱또라이는 너같은데.."	3,4
미친언론 문재인이무능하고 멍청한탓	2
조용히살어라 자랑도아니고	8
미국사람이니까 미국가는게 당연함	8
강지환 김옥빈 얼마나 속상할까......	8
하 10세기 햇겟지?	8
민폐 오지네 공항에서 캐리어 헷갈리는 색히는 진짜 민폐덩어리인데	3
추억팔이 그만해라. 그래봤자 과거 미화가 엄청나게 된거 뿐이지 객관적으로 비교하면 방탄소년단이 몇수 위다. 한국에서 그나마 방탄 위엄에 비교할만한 가수는 서태지 전성기밖에 없는데 그래봤자 서태지는 세계적으로 인정받는 월드 스타는 아니였다는거. 진정한 월드 스타는 방탄밖에 없다. 유투부 조회수를 보면 알수있지. 이미 방탄은 한국을 넘어 저스틴 비버, 원디렉션 등 월드 스타들에 비교되고 있는 수준이다. 미국 언론에서는 제 2의 비틀즈 라는 소리도 나온다던데	8
변기수도 노래 잘 하네요 아무도 언급 안 하길래 저라도 얘기해 줘야죠	8
"이런 멍멍이 새퀴 면상에 가래뱉고 싶다"	3
군생활 줫도제대로안했는데 무슨고생이고ㅋㅋㅋㅋ	3
의사 새기들 모가지 따자.	3
"탕팅 부은 얼굴로 불 난지 5시간이나 지나서 나타나구선... 에라이 게+새+꺄"	3
여긴 20대가 많네ㅋㅋㅋ	8
한국인들참ㅋㅋㅋㅋ 미나 죽일듯이 욕할땐 언제고 앜ㅋㅋㅋ 냄비근성 칭찬해~	8
벗으면 밋밋한 뼈다귀 앙상한 인간에 설레이지 않아..	1
"어째 이 나라는 중국 따라가냐 재앙아 거꾸로 흘러간다"	2
........싫어졌다	8
진정한 마초맨이 되어 돌아와라~!!	8
"돼지는 푸추간으로...문재인은 탄핵으로"	8
티비에서 자주보고싶은 셰프님ㅜㅜㅜㅜ	8
에고 이제 류화영은 사진찍기도 꺼려지겠다 남자 뭐임	8
점점 연령대가 낮아지고 이상한 애들이 나오고~	8
전형적인 OOO 맘 1충ㅋㅋ딸도 안정환닮았으면 예뻤을텐데 애미 성형전닮아서 ㅈㄴ못생김	1,3,5
